figure_id,figure_family_code,figure_family_label,case_id,phase_or_track,date_token,model_names,run_type,scenario_id,view_type,variant,relative_path,file_path,pixel_width,pixel_height,short_plain_language_interpretation,recommended_for_main_defense,recommended_for_paper,source_paths,notes
case_2016_09_06__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_09__single__paper__case_2016_09_06_prototype_2016_72h_opendrift_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-09,opendrift,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_09__single__paper__case_2016_09_06_prototype_2016_72h_opendrift_single.png,/app/output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_09__single__paper__case_2016_09_06_prototype_2016_72h_opendrift_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-06 at 72 h showing the OpenDrift deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift__single.png | output/CASE_2016-09-06/benchmark/control/control_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/control_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/footprint_overlay_2016-09-09T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_06__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_07_to_2016_09_09__board__slide__case_2016_09_06_prototype_2016_24_48_72h_opendrift_vs_pygnome_board,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-07_to_2016-09-09,opendrift_vs_pygnome,comparison_board,,board,slide,output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_07_to_2016_09_09__board__slide__case_2016_09_06_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,/app/output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_07_to_2016_09_09__board__slide__case_2016_09_06_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,2412,1944,"Legacy prototype support board for CASE_2016-09-06 showing paired 24 h, 48 h, and 72 h deterministic density-derived support envelopes and exact footprint outlines for OpenDrift and PyGNOME on the same benchmark grid with canonical Mindoro coastline and locator context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,False,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png | output/CASE_2016-09-06/benchmark/control/control_footprint_mask_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/control_density_norm_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/footprint_overlay_2016-09-07T00-00-00Z.png | output/CASE_2016-09-06/benchmark/control/control_footprint_mask_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/control_density_norm_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/footprint_overlay_2016-09-08T00-00-00Z.png | output/CASE_2016-09-06/benchmark/control/control_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/control_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/footprint_overlay_2016-09-09T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_07__single__paper__case_2016_09_06_prototype_2016_24h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-07,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_07__single__paper__case_2016_09_06_prototype_2016_24h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_07__single__paper__case_2016_09_06_prototype_2016_24h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-06 at 24 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24h__pygnome__single.png | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/footprint_overlay_2016-09-07T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_08__single__paper__case_2016_09_06_prototype_2016_48h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-08,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_08__single__paper__case_2016_09_06_prototype_2016_48h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_08__single__paper__case_2016_09_06_prototype_2016_48h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-06 at 48 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__48h__pygnome__single.png | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/footprint_overlay_2016-09-08T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_09__single__paper__case_2016_09_06_prototype_2016_72h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-09,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_09__single__paper__case_2016_09_06_prototype_2016_72h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_09__single__paper__case_2016_09_06_prototype_2016_72h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-06 at 72 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__pygnome__single.png | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/footprint_overlay_2016-09-09T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_18__single__paper__case_2016_09_17_prototype_2016_24h_opendrift_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-18,opendrift,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_18__single__paper__case_2016_09_17_prototype_2016_24h_opendrift_single.png,/app/output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_18__single__paper__case_2016_09_17_prototype_2016_24h_opendrift_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-17 at 24 h showing the OpenDrift deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift__single.png | output/CASE_2016-09-17/benchmark/control/control_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/control_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-18T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_19__single__paper__case_2016_09_17_prototype_2016_48h_opendrift_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-19,opendrift,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_19__single__paper__case_2016_09_17_prototype_2016_48h_opendrift_single.png,/app/output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_19__single__paper__case_2016_09_17_prototype_2016_48h_opendrift_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-17 at 48 h showing the OpenDrift deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__opendrift__single.png | output/CASE_2016-09-17/benchmark/control/control_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/control_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-19T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_20__single__paper__case_2016_09_17_prototype_2016_72h_opendrift_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-20,opendrift,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_20__single__paper__case_2016_09_17_prototype_2016_72h_opendrift_single.png,/app/output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_20__single__paper__case_2016_09_17_prototype_2016_72h_opendrift_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-17 at 72 h showing the OpenDrift deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__72h__opendrift__single.png | output/CASE_2016-09-17/benchmark/control/control_footprint_mask_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/control_density_norm_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-20T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_17__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_18_to_2016_09_20__board__slide__case_2016_09_17_prototype_2016_24_48_72h_opendrift_vs_pygnome_board,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-18_to_2016-09-20,opendrift_vs_pygnome,comparison_board,,board,slide,output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_18_to_2016_09_20__board__slide__case_2016_09_17_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,/app/output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_18_to_2016_09_20__board__slide__case_2016_09_17_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,2412,1944,"Legacy prototype support board for CASE_2016-09-17 showing paired 24 h, 48 h, and 72 h deterministic density-derived support envelopes and exact footprint outlines for OpenDrift and PyGNOME on the same benchmark grid with canonical Mindoro coastline and locator context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,False,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png | output/CASE_2016-09-17/benchmark/control/control_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/control_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-18T00-00-00Z.png | output/CASE_2016-09-17/benchmark/control/control_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/control_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-19T00-00-00Z.png | output/CASE_2016-09-17/benchmark/control/control_footprint_mask_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/control_density_norm_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-20T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_18__single__paper__case_2016_09_17_prototype_2016_24h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-18,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_18__single__paper__case_2016_09_17_prototype_2016_24h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_18__single__paper__case_2016_09_17_prototype_2016_24h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-17 at 24 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__pygnome__single.png | output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-18T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_19__single__paper__case_2016_09_17_prototype_2016_48h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-19,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_19__single__paper__case_2016_09_17_prototype_2016_48h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_19__single__paper__case_2016_09_17_prototype_2016_48h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-17 at 48 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__pygnome__single.png | output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-19T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_20__single__paper__case_2016_09_17_prototype_2016_72h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-20,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_20__single__paper__case_2016_09_17_prototype_2016_72h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_17__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_20__single__paper__case_2016_09_17_prototype_2016_72h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-17 at 72 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__72h__pygnome__single.png | output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-20T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/footprint_overlay_2016-09-20T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
